"volume cm3"
4122.99890028838
3972.7807107003823
3866.7223764952073
3742.666032331351
3621.2918818661997
3532.0038246742192
3415.2529773502456
3310.9785022647943
3203.3542085173867
3107.5143810999994
3000.368315514731
2895.7139052779844
2793.5218367974285
2713.9633394523803
2620.5225570178377
2524.9507801563204
2454.8173234561236
2362.3363699650927
2267.8543413882453
2187.268502010238
2121.632184063625
2035.9241801158316
1939.9020888874002
1881.1212368689178
1806.221163858158
1741.9806978853644
1657.8698336908972
1602.0890683524894
1553.6953986330493
1469.407328604367
1404.590090351676
1356.038201639042
1295.7976543343716
1236.2302972590307
1178.5170248989155
1122.6285236616902
1081.892019825278
1029.1263322215527
976.5324397642576
934.8819597360241
887.0514902269076
856.842015584605
802.3234577412271
758.6705031982425
726.7529962109791
692.1406921403557
651.1012237062479
615.3031150662338
579.2072429922243
549.137076237761
515.3748625360475
484.93614727594843
452.20107146729794
426.78975959029316
400.12237616403
375.0468181347182
352.36469586053965
324.55093384194265
303.34502797011015
283.48179267353066
262.8262032431752
242.48776111092502
225.58059225259763
210.40125835276547
191.0277727158711
175.5737612939595
160.09129894205034
149.09664070424657
134.95256924656036
120.7089553291202
110.14712093810449
100.50505844714053
90.41037903432613
80.58984161450815
72.48317802336307
64.83624400118528
56.60082154544332
50.2236370977423
44.344406616903676
37.91812849626377
33.06314479279256
28.51162230912224
24.131644636564666
20.338410231028192
16.574849859044726
13.818559947617993
11.386142534963554
9.005725262464171
7.07510269318041
5.553071508691421
4.3076872153055605
2.9394632795879874
1.99958880742016
1.259216275226689
0.8040404675771238
0.5312318661112595
0.23666872201728073
0.07405884471926517
