"scale ratio","volume cm3","sensors_x","sensors_y","sensors_e","coordinates_src","coordinates_dst"
1.0,4122.998900288379,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44642857142857145, 0.30357142857142855, 0.48214285714285715, 0.30357142857142855, 0.5178571428571429, 0.30357142857142855, 0.375, 0.3392857142857143, 0.4107142857142857, 0.3392857142857143, 0.44642857142857145, 0.3392857142857143, 0.48214285714285715, 0.3392857142857143, 0.5178571428571429, 0.3392857142857143, 0.4107142857142857, 0.375, 0.625, 0.375, 0.6607142857142857, 0.375, 0.4107142857142857, 0.4107142857142857, 0.5892857142857143, 0.4107142857142857, 0.625, 0.4107142857142857, 0.6607142857142857, 0.4107142857142857, 0.30357142857142855, 0.44642857142857145, 0.375, 0.44642857142857145, 0.4107142857142857, 0.44642857142857145, 0.5892857142857143, 0.44642857142857145, 0.30357142857142855, 0.48214285714285715, 0.375, 0.48214285714285715, 0.4107142857142857, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.6607142857142857, 0.48214285714285715, 0.30357142857142855, 0.5178571428571429, 0.3392857142857143, 0.5178571428571429, 0.375, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.6607142857142857, 0.5178571428571429, 0.6964285714285714, 0.5178571428571429, 0.625, 0.5535714285714286, 0.6964285714285714, 0.5535714285714286, 0.375, 0.5892857142857143, 0.4107142857142857, 0.5892857142857143, 0.44642857142857145, 0.5892857142857143, 0.625, 0.5892857142857143, 0.3392857142857143, 0.625, 0.375, 0.625, 0.44642857142857145, 0.625, 0.5892857142857143, 0.625, 0.48214285714285715, 0.6607142857142857, 0.5178571428571429, 0.6607142857142857, 0.5535714285714286, 0.6607142857142857, 0.5892857142857143, 0.6607142857142857, 0.625, 0.6607142857142857, 0.48214285714285715, 0.6964285714285714, 0.5178571428571429, 0.6964285714285714, 0.5535714285714286, 0.6964285714285714, 0.5892857142857143, 0.6964285714285714]","[0.44642857142857145, 0.30357142857142855, 0.48214285714285715, 0.30357142857142855, 0.5178571428571429, 0.30357142857142855, 0.375, 0.3392857142857143, 0.4107142857142857, 0.3392857142857143, 0.44642857142857145, 0.3392857142857143, 0.48214285714285715, 0.3392857142857143, 0.5178571428571429, 0.3392857142857143, 0.4107142857142857, 0.375, 0.625, 0.375, 0.6607142857142857, 0.375, 0.4107142857142857, 0.4107142857142857, 0.5892857142857143, 0.4107142857142857, 0.625, 0.4107142857142857, 0.6607142857142857, 0.4107142857142857, 0.30357142857142855, 0.44642857142857145, 0.375, 0.44642857142857145, 0.4107142857142857, 0.44642857142857145, 0.5892857142857143, 0.44642857142857145, 0.30357142857142855, 0.48214285714285715, 0.375, 0.48214285714285715, 0.4107142857142857, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.6607142857142857, 0.48214285714285715, 0.30357142857142855, 0.5178571428571429, 0.3392857142857143, 0.5178571428571429, 0.375, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.6607142857142857, 0.5178571428571429, 0.6964285714285714, 0.5178571428571429, 0.625, 0.5535714285714286, 0.6964285714285714, 0.5535714285714286, 0.375, 0.5892857142857143, 0.4107142857142857, 0.5892857142857143, 0.44642857142857145, 0.5892857142857143, 0.625, 0.5892857142857143, 0.3392857142857143, 0.625, 0.375, 0.625, 0.44642857142857145, 0.625, 0.5892857142857143, 0.625, 0.48214285714285715, 0.6607142857142857, 0.5178571428571429, 0.6607142857142857, 0.5535714285714286, 0.6607142857142857, 0.5892857142857143, 0.6607142857142857, 0.625, 0.6607142857142857, 0.48214285714285715, 0.6964285714285714, 0.5178571428571429, 0.6964285714285714, 0.5535714285714286, 0.6964285714285714, 0.5892857142857143, 0.6964285714285714]"
0.99,3972.7807107003828,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.48214285714285715, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.625, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.625, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5535714285714286, 0.5892857142857143, 0.5892857142857143, 0.5892857142857143, 0.625, 0.5892857142857143, 0.5535714285714286, 0.625, 0.5892857142857143, 0.625, 0.625, 0.625, 0.6607142857142857, 0.625, 0.7321428571428571, 0.625, 0.5535714285714286, 0.6607142857142857, 0.5892857142857143, 0.6607142857142857, 0.625, 0.6607142857142857, 0.6607142857142857, 0.6607142857142857, 0.5892857142857143, 0.6964285714285714, 0.625, 0.6964285714285714, 0.6964285714285714, 0.6964285714285714, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.48214285714285715, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.625, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.625, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5535714285714286, 0.5892857142857143, 0.5892857142857143, 0.5892857142857143, 0.625, 0.5892857142857143, 0.5535714285714286, 0.625, 0.5892857142857143, 0.625, 0.625, 0.625, 0.6607142857142857, 0.625, 0.7321428571428571, 0.625, 0.5535714285714286, 0.6607142857142857, 0.5892857142857143, 0.6607142857142857, 0.625, 0.6607142857142857, 0.6607142857142857, 0.6607142857142857, 0.5892857142857143, 0.6964285714285714, 0.625, 0.6964285714285714, 0.6964285714285714, 0.6964285714285714, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]"
0.98,3866.722376495207,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.9107142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.5892857142857143, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.4107142857142857, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.625, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5535714285714286, 0.5892857142857143, 0.5892857142857143, 0.5892857142857143, 0.48214285714285715, 0.625, 0.625, 0.625, 0.5535714285714286, 0.6607142857142857, 0.05357142857142857, 0.9107142857142857, 0.9464285714285714, 0.9107142857142857, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.9107142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.9107142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.5892857142857143, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.4107142857142857, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.625, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5535714285714286, 0.5892857142857143, 0.5892857142857143, 0.5892857142857143, 0.48214285714285715, 0.625, 0.625, 0.625, 0.5535714285714286, 0.6607142857142857, 0.05357142857142857, 0.9107142857142857, 0.9464285714285714, 0.9107142857142857, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.9107142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]"
0.97,3742.666032331351,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.9107142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.5892857142857143, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.4107142857142857, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5535714285714286, 0.5892857142857143, 0.5892857142857143, 0.5892857142857143, 0.44642857142857145, 0.625, 0.48214285714285715, 0.625, 0.5535714285714286, 0.6607142857142857, 0.05357142857142857, 0.9107142857142857, 0.9464285714285714, 0.9107142857142857, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.9107142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.9107142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.5892857142857143, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.4107142857142857, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5535714285714286, 0.5892857142857143, 0.5892857142857143, 0.5892857142857143, 0.44642857142857145, 0.625, 0.48214285714285715, 0.625, 0.5535714285714286, 0.6607142857142857, 0.05357142857142857, 0.9107142857142857, 0.9464285714285714, 0.9107142857142857, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.9107142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]"
0.96,3621.2918818662,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.08928571428571429, 0.08928571428571429, 0.9107142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.5892857142857143, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.4107142857142857, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.23214285714285715, 0.625, 0.5178571428571429, 0.5892857142857143, 0.48214285714285715, 0.625, 0.5535714285714286, 0.6607142857142857, 0.05357142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9464285714285714, 0.9107142857142857, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.08928571428571429, 0.9464285714285714, 0.9107142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]","[0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.017857142857142856, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.017857142857142856, 0.017857142857142856, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.05357142857142857, 0.9107142857142857, 0.05357142857142857, 0.9464285714285714, 0.05357142857142857, 0.9821428571428571, 0.05357142857142857, 0.05357142857142857, 0.08928571428571429, 0.08928571428571429, 0.08928571428571429, 0.9107142857142857, 0.08928571428571429, 0.9464285714285714, 0.08928571428571429, 0.5892857142857143, 0.4107142857142857, 0.48214285714285715, 0.44642857142857145, 0.5178571428571429, 0.44642857142857145, 0.5535714285714286, 0.44642857142857145, 0.44642857142857145, 0.48214285714285715, 0.48214285714285715, 0.48214285714285715, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.48214285714285715, 0.5892857142857143, 0.48214285714285715, 0.4107142857142857, 0.5178571428571429, 0.44642857142857145, 0.5178571428571429, 0.48214285714285715, 0.5178571428571429, 0.5178571428571429, 0.5178571428571429, 0.5535714285714286, 0.5178571428571429, 0.5892857142857143, 0.5178571428571429, 0.625, 0.5178571428571429, 0.48214285714285715, 0.5535714285714286, 0.5178571428571429, 0.5535714285714286, 0.5535714285714286, 0.5535714285714286, 0.5892857142857143, 0.5535714285714286, 0.23214285714285715, 0.5892857142857143, 0.5178571428571429, 0.5892857142857143, 0.48214285714285715, 0.625, 0.5535714285714286, 0.6607142857142857, 0.05357142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9464285714285714, 0.9107142857142857, 0.017857142857142856, 0.9464285714285714, 0.05357142857142857, 0.9464285714285714, 0.08928571428571429, 0.9464285714285714, 0.9107142857142857, 0.9464285714285714, 0.9464285714285714, 0.9464285714285714, 0.9821428571428571, 0.9464285714285714, 0.017857142857142856, 0.9821428571428571, 0.05357142857142857, 0.9821428571428571, 0.9464285714285714, 0.9821428571428571, 0.9821428571428571, 0.9821428571428571]"
